crop,district,soil_type,nitrogen,phosphorus,potassium,rainfall,temperature,suitability_score,recommended,expected_yield
bajra,Hoshiarpur,loamy,119.84191492253218,114.37423825313113,182.5087441919381,1387.0864242651173,31.698133187864357,1.0,1,4727.990111368604
bajra,Faridkot,alluvial,183.79765094284573,95.48926078673911,93.28807031549633,1440.1334424577783,34.60495755132976,1.0,1,5092.901478864402
wheat,Moga,clayey,147.1227507172453,78.29513858821215,199.05776864383952,675.9252526773454,20.271130454232814,1.0,1,4467.970373794086
bajra,Gurdaspur,sandy,181.52257846006867,93.88011843361132,45.92471053077572,867.7158030594335,23.978035515225884,1.0,1,4989.884949771549
wheat,Fazilka,alluvial,128.61954493335207,135.96605217302474,137.2935664195347,1294.8113035416484,27.539556396577883,0.984245789958894,1,4831.120426540394
rice,Pathankot,sandy,164.4008398418366,119.91202185982017,37.41264119825374,1494.550510797341,27.049167709864143,0.916084274655025,1,5752.4047652559475
wheat,Shahid Bhagat Singh Nagar,alluvial,124.03174005108887,22.009360148752766,187.8141556399133,928.1841483173143,34.49982228565504,0.7443910202348446,1,3638.8465937120163
potato,Amritsar,sandy,83.8985493372185,92.38416411958552,189.14631160733276,1196.029796674973,28.550917551340476,0.801087307707606,1,3598.410340956078
bajra,Rupnagar,alluvial,121.72935625923277,53.04127437906604,80.19940003121958,822.5507642386006,32.73004692387012,1.0,1,5167.455787669041
potato,Jalandhar,clayey,212.02267893583615,132.71940141541347,185.25089393460013,1011.3423988609378,27.522744420307994,1.0,1,4708.7283002546665
rice,Sangrur,loamy,64.18818339998553,71.58189753780549,38.63065027669748,1386.6171489506598,20.41425157810557,0.7493603435730093,1,3373.2185453171296
potato,Tarn Taran,sandy,143.11960362649202,90.54380251198496,78.71201286180835,1090.8332605690107,20.457503749085742,0.7243490873986173,1,4697.53558523691
bajra,Jalandhar,alluvial,110.65310293464456,89.82071553556521,85.53071110532694,1327.8690037875886,24.073143737296128,1.0,1,4980.942515537183
wheat,Mansa,black,132.2707810113357,110.9365873997352,53.52002571102623,632.7454222429698,34.543053006712384,0.9932611876823104,1,5180.522533816354
wheat,SAS Nagar,loamy,129.7641802889589,76.35769588549647,156.4872493098496,750.8605273466612,22.76500511497055,0.9870720500961948,1,4894.001247457487
bajra,Shahid Bhagat Singh Nagar,loamy,84.65886401416915,40.33681554724119,72.54129268798121,1049.2266647061206,30.718938840500936,1.0,1,4682.597992930956
bajra,Mansa,red,177.6541187686701,87.17051346545367,141.70892584502838,935.672898677891,30.950589748427277,1.0,1,5034.626325809022
potato,Fatehgarh Sahib,alluvial,52.87869772595117,35.089443265899114,37.82044914369797,540.7288023189701,32.831908760165106,0.289725090638043,0,1921.7472695680303
bajra,Fatehgarh Sahib,black,53.432220366350045,119.23737499050843,167.17520609863251,846.3043210894008,26.970107194094172,0.9635123353686114,1,4686.030355623439
wheat,Fatehgarh Sahib,black,59.0608019544089,68.69963990144126,136.3961856714202,1003.1362585800877,32.84734761782484,0.8063036163493189,1,4280.896109780002
rice,Mansa,black,173.17023287798276,142.70590859289842,190.52277151127845,1367.1989335550038,29.54605396169017,1.0,1,5243.135416133921
potato,Amritsar,loamy,212.2408353472006,126.68313184671419,136.40974391726738,1320.426843771268,29.77227157786682,0.9264947503186045,1,5118.984118405571
potato,Ludhiana,red,63.87226017503309,33.10114017906547,33.09771036076345,594.4429607559284,30.245101601245352,0.2950418397126878,0,2096.918458707841
wheat,Jalandhar,clayey,118.124913892848,53.8902886706674,114.32636722987905,1192.8903586919394,25.22504906679796,0.8816202096310214,1,4329.280464660553
potato,Faridkot,loamy,210.69618607696972,56.66449443426984,60.16472244255288,1250.6147516408582,32.10252108900896,0.6368144527667144,0,3538.8971734811985
wheat,Patiala,alluvial,162.37333842875472,51.017591772744225,145.57361258304178,1239.9087604473746,23.57354228605969,0.9096075798702107,1,4685.361272804355
wheat,Patiala,loamy,151.05047448957143,127.43947059400641,84.408432175204,1395.5232284962005,25.838025181012448,1.0,1,4891.583815084583
wheat,Sangrur,sandy,148.60513155436098,30.826973455383754,45.58970503394178,1102.440925901119,28.30554578518701,0.7840598119185822,1,3891.0013745109777
rice,Faridkot,red,208.3158087451697,122.650358563292,45.50503751827736,994.4203047025815,20.863381400249665,0.9700335834551824,1,4044.127234368618
potato,Kapurthala,sandy,73.41340328552117,38.588918666868665,159.45680739197027,1118.2180633162611,21.516840141841854,0.5721920349419268,0,3996.940746394395
potato,Moga,red,94.5152835142061,71.56470825405275,181.62247449205202,646.6048216920254,27.699892530385892,0.7519114723024732,1,4185.848649722447
rice,Amritsar,alluvial,212.5599134515005,143.14231505990162,197.62018084988804,1253.3781852589416,25.643893782963737,1.0,1,4415.297337585711
potato,SAS Nagar,red,125.59751802445089,111.66096735856578,72.28310625314896,830.2525290190986,26.51677766732407,0.7102488081478092,1,3611.314653068165
wheat,Sangrur,black,203.43897062171433,126.9627457439701,156.51598168036065,1181.039427096909,23.56259706938705,1.0,1,4403.21026981646
rice,Patiala,loamy,223.71982563789206,49.067459007528846,193.74783170490392,512.1544746898163,34.548182400614586,0.9003212333691849,1,4690.9219262009065
rice,Faridkot,sandy,189.08222462132952,29.806491121670003,58.25662342457299,716.8091065864912,24.417409202591447,0.8086023386746191,1,4239.446315011194
rice,Shahid Bhagat Singh Nagar,alluvial,166.86286238462006,137.15054136382858,37.72588465804784,780.9631895922304,34.25617226114838,0.9181725643869857,1,4628.317483296139
bajra,Shahid Bhagat Singh Nagar,clayey,87.62423194475227,80.28079264219768,90.06987876442898,1083.656111850872,21.166019554474772,1.0,1,5390.523650592441
rice,Faridkot,sandy,189.63234280394903,89.69252762473565,82.61969476867571,1313.7950197069488,30.27096758830819,1.0,1,5296.785206611787
wheat,Jalandhar,alluvial,223.21277790008168,25.878427113804623,34.48238566453284,876.4633668780496,32.158299961727494,0.6864465097340505,0,4336.449489108054
bajra,Muktsar,loamy,125.34779398758815,117.44517899688937,96.80820632640605,1329.1642207065145,28.536222037486215,1.0,1,5087.473236910457
rice,Fatehgarh Sahib,alluvial,232.63315045152856,96.06943920231136,153.44054349221418,1257.081202042456,25.667758239136795,1.0,1,4806.249723212279
rice,Moga,loamy,75.831883030299,144.02663354363392,133.0496878566496,728.6428055034627,30.07551026608785,0.8539058840254296,1,3801.9778678074695
bajra,Ferozepur,clayey,149.6330373291786,81.90739058257185,171.33315331062522,807.7772397710494,32.24578602819594,1.0,1,5511.070728759403
bajra,Fatehgarh Sahib,alluvial,225.33072053166902,72.45277260761162,52.78258883660892,528.7826763133389,31.327058835104285,1.0,1,5595.618069553792
potato,Ferozepur,alluvial,173.45274241945842,147.46015426200913,133.37493442212048,1136.6443216222826,28.322234128133385,0.9177670035077693,1,5022.198081423123
potato,Barnala,black,159.48926137982232,78.61835816409358,184.7801173285564,797.9594515419504,27.854034140225167,0.899183596508545,1,4984.185779885118
wheat,Patiala,clayey,203.7835482630795,28.61067712074256,37.7964152887876,1120.8056844220912,25.211201123381212,0.7215507548811676,1,4144.496135013969
wheat,Kapurthala,sandy,98.02912375563861,29.86223265412631,51.90955272481037,628.0458389577724,22.278540402684417,0.7175816603598503,1,4016.9659398781405
bajra,Faridkot,loamy,229.35768198120238,81.6150132341734,143.48481554857463,672.3198712016299,22.88433528213006,1.0,1,4624.048085469058
potato,Shahid Bhagat Singh Nagar,red,119.01652556447735,65.19049788274886,35.40679585247807,1048.7153092074086,28.016352555987844,0.5114413194509827,0,3360.178860088764
rice,Moga,clayey,188.07896572587305,25.110578179342863,165.89976781453726,1127.9003894909079,21.22638547923308,0.7862408484730613,1,4030.1073549228913
wheat,Kapurthala,red,50.51900487672931,132.8791439146263,44.36789130571593,1097.2780822554305,34.79385493800223,0.7538575590176847,1,4335.306725104821
wheat,Moga,clayey,199.4941876267513,24.768816375777728,72.91428053848352,1213.3495858845524,33.42810256530799,0.7846134113132273,1,4166.055849796523
wheat,Kapurthala,black,71.4344022679552,78.16360768704911,120.54493529735394,742.4705036347297,24.038648464240715,0.8430479068344573,1,4297.429578313666
rice,Patiala,alluvial,115.49947043558294,35.569077136502656,181.38963772578214,1093.5924535540487,30.186534787167343,0.7878937687449264,1,4132.458724030291
potato,Hoshiarpur,red,145.91642035085005,95.945933012842,155.2598208171352,1057.7422659504375,28.798031519911387,0.8934888075056358,1,3770.928021477433
rice,Fazilka,black,179.18344826632026,94.20117960695855,90.53644340263386,1486.5152487929797,29.086622290353308,1.0,1,5426.982468893901
rice,Shahid Bhagat Singh Nagar,alluvial,95.06655954250564,67.49638655762749,112.92766613748545,1350.8175178361462,21.318314368102158,0.8894769436774288,1,4876.901456501041
potato,Fazilka,alluvial,101.58056540898797,42.21538636070856,143.66934738715327,1429.3759891275859,28.351443395208946,0.6078606455759642,0,3489.52420641804
bajra,SAS Nagar,red,203.89858663838737,44.31568731247804,85.02547018872143,925.4364386164168,27.614155680266826,1.0,1,4816.5522892228
wheat,Moga,alluvial,166.24764428452247,40.0671529856463,111.79381731531898,1032.5894325515858,20.777353052336405,0.8574626332649823,1,4307.163973331202
wheat,Jalandhar,red,62.67499409455355,148.69483021069288,84.8001536457029,1309.8744458546348,23.819609821456456,0.8214197385050704,1,4728.210595951659
potato,Muktsar,alluvial,132.3681828294537,65.35287465058938,188.0199545221304,1330.6194077877292,34.47540365999769,0.8033061208914002,1,4521.879743286136
wheat,Shahid Bhagat Singh Nagar,sandy,237.66809136420756,43.56029860153582,41.30436545235217,1241.120649290059,28.617096697698678,0.8161257630229946,1,4216.5626843457385
rice,Fatehgarh Sahib,alluvial,209.9074261839031,127.26724797006364,61.6888477539845,735.6917460649997,29.506378455802658,1.0,1,5045.491784085192
wheat,Faridkot,loamy,225.44010816262164,71.0178639649426,168.8219047101681,939.1349085702184,25.654166441373615,1.0,1,4251.683231589657
potato,Muktsar,loamy,96.44253902936346,136.9446945256939,95.26150763344594,1043.5528611139887,33.597081664468206,0.6984838984053513,0,3653.3302000048816
potato,Ferozepur,sandy,136.3056286272885,63.266052168622956,154.19335325758124,1193.7176074033384,22.500961399900746,0.764218234628495,1,4051.775278318633
wheat,Ferozepur,sandy,207.71944224490616,39.717734365257655,82.9927515252432,748.4891398144657,31.159194388590155,0.8557987350726556,1,4844.953026630268
wheat,Faridkot,alluvial,192.81281644472284,84.21759332701214,158.28799961621982,602.916030744145,28.04722027226892,1.0,1,4688.229521648987
bajra,Muktsar,red,157.97212742256735,83.22647265942902,99.52238010453385,1271.881980598245,20.183046084770666,1.0,1,4121.394159667196
potato,SAS Nagar,black,158.54488866951922,52.73387765790386,88.76831889566631,681.5977168014257,33.62675842000443,0.646852368507652,0,2875.921374468897
potato,Moga,sandy,80.67028062321604,96.20987816218364,116.00107541035922,1111.454235434648,20.27165275731261,0.6953117006045652,0,4379.664527013934
bajra,Kapurthala,black,70.44253284503992,139.43756789389704,164.31438831109475,523.0226047876375,29.770508164823692,1.0,1,4758.940877877874
rice,Tarn Taran,sandy,197.28884712494457,141.46771191997192,187.34664719415198,950.8393714041321,21.69857068761133,1.0,1,5520.739667264039
rice,Moga,black,74.93253624065336,139.7094447402584,177.8823815505618,1018.8380571260722,28.86913153617394,0.8516852746682799,1,4171.506368147298
rice,Jalandhar,black,207.5579777428985,98.48379912491806,49.425441009466915,914.5045842036277,32.952772109194356,0.9961696067297794,1,4931.3180837625005
wheat,Barnala,clayey,146.16739561781472,139.39911424210914,129.80159810321643,532.8466702434383,33.69124194318693,1.0,1,5188.675242079136
bajra,Fazilka,red,232.96918021362,67.1112068851623,128.70001954726737,1132.2642879195305,20.196416848825006,1.0,1,4388.094278730877
rice,Patiala,loamy,242.21406349389102,39.326154607904684,100.48610103359404,585.3496680786438,34.95311377768921,0.8539340695614509,1,5445.080199545748
rice,SAS Nagar,sandy,209.9564044148539,65.42030987641328,109.59941083503449,1124.9759870510522,25.66588921160254,0.9781919517924442,1,4936.455180775572
bajra,Gurdaspur,sandy,63.14172788567048,120.81859017035137,107.05910190716469,1024.39026932758,26.611441204073422,1.0,1,5498.434076999052
potato,Faridkot,loamy,116.87256226209644,29.8154372945056,158.05185752706663,772.3018547202994,33.461456147283265,0.6230503524848531,0,2662.8453169761524
wheat,Amritsar,black,217.9577718913141,132.70918880149804,99.3573642120236,1051.7225952593396,23.808328460649566,1.0,1,5010.228534563774
bajra,Tarn Taran,loamy,209.98321707463788,43.21080606706337,140.9668383348187,738.1827810467265,21.491620891390177,1.0,1,4435.659787837687
bajra,Moga,alluvial,216.0439729133983,71.63385885039912,143.57447321700985,704.984295415821,24.3972159539152,1.0,1,4332.08833117264
wheat,Amritsar,red,118.3634703395752,53.72504634606802,94.54770938843538,1090.2949425148076,24.020954612343143,0.8814223696821674,1,5231.564252433757
rice,Fatehgarh Sahib,alluvial,204.76690464026805,67.15852630657291,176.38156339570267,719.5105250809587,34.61820897798305,0.9864691728884424,1,4803.86376049508
wheat,Moga,loamy,146.95567343006923,86.61949526464981,156.08678051887316,1198.8458531609044,26.03825065395471,1.0,1,5102.989293833063
rice,Tarn Taran,alluvial,216.9860473598598,147.97228349146178,119.36733099145658,671.6792858483035,24.084609897790536,1.0,1,5078.338102039073
wheat,Barnala,loamy,131.04961760553775,84.67043621738577,152.4344388774903,606.5787301286744,22.100278079906737,0.9902459693963895,1,4569.634766539546
potato,Fazilka,sandy,169.48262043406166,98.06719185637493,143.05623467286344,675.3712786234496,33.7161791888744,0.9222027444868214,1,3952.4612854146276
wheat,Moga,clayey,83.25667375121589,115.94437013542816,44.0757735472715,1103.1521094663883,23.680236645219814,0.8327438576020961,1,3819.144643714104
rice,Kapurthala,sandy,121.13454329298983,113.47596767395191,80.51069165593975,1066.4046402968972,27.140756032986495,0.9657643044271355,1,5060.384378060897
rice,Amritsar,clayey,56.23662701225693,54.09432575897726,131.1632482190433,551.4258134842504,27.445493708018546,0.729781229923101,1,3993.0593691703534
rice,Kapurthala,clayey,174.66651018099816,81.65085013104805,88.54523444751965,851.5401611342188,26.191903259101284,1.0,1,5307.193307877828
rice,Ferozepur,sandy,213.82046353483994,123.9240642659673,148.09840004525256,772.1451372299626,28.853460003036307,1.0,1,5640.495290856817
potato,Fatehgarh Sahib,black,211.48605036335223,145.0728421493353,164.30230499461553,1190.5602324456406,27.81951001120354,0.9796234380849819,1,5195.142024720274
rice,Fatehgarh Sahib,alluvial,177.44631595789738,147.47498402339846,183.57184814812425,1146.6649191171634,30.39762817185387,1.0,1,5514.459382042577
rice,Mansa,clayey,57.885362273701176,111.7247724270395,187.2922139606632,680.5753451273335,28.519178458289442,0.8095934870955585,1,3805.9513322189287
bajra,Gurdaspur,clayey,134.35253194610252,123.39443893468267,156.66097318043745,554.882614646475,26.827155275542342,1.0,1,5421.2611413331615
potato,Jalandhar,loamy,180.03347008864563,67.41064242944977,125.31512298059738,981.0618838440864,33.274975347849214,0.7967309471088275,1,3175.188812465446
potato,Ludhiana,loamy,157.6802980761575,106.01517276047039,155.43548037410926,1020.1681098787319,26.402255849822964,0.9297443399052701,1,5238.248442754959
bajra,Barnala,sandy,224.01977478018597,22.765023410550327,178.6992843563139,1028.937134027212,34.086015477693444,0.919611371228337,1,5167.713865149931
rice,Shahid Bhagat Singh Nagar,black,175.501092643674,133.57802484422405,197.29418976388018,1268.2734138645183,26.266501732510008,1.0,1,4726.627283947951
potato,Sangrur,red,196.45436143692902,20.4350270655873,109.44283031140094,797.0028764548822,32.79232732537852,0.6099126241451024,0,3706.532933993145
bajra,Amritsar,red,247.5444779472063,75.6105073856621,95.33553001714589,1179.6472826930699,23.273808317975963,1.0,1,5645.587928290977
wheat,Fatehgarh Sahib,red,101.79653032036273,96.5120497665219,196.9961875636139,1384.198978131503,29.01197669663297,0.9180161242478092,1,4633.224670029907
bajra,Sangrur,red,179.9293297984737,99.00578333425169,117.15704687280646,730.6698117177586,22.647920480082625,1.0,1,5021.727554581695
wheat,Hoshiarpur,loamy,241.45405259666512,127.40674045321556,166.13084681207877,1129.7779229961532,23.244860345548304,1.0,1,6000.0
rice,Jalandhar,sandy,201.64769514081826,110.48268034699299,56.16230407777536,1315.8331249906178,23.36660857754991,1.0,1,5187.848315750201
bajra,Muktsar,loamy,168.58798696834063,95.41120701891545,45.55276235761833,1377.4608626303805,23.98400063883059,1.0,1,5217.399641115737
rice,Kapurthala,sandy,106.27819211550535,52.84438221491506,30.863963769064416,1195.71429284975,20.731753725097597,0.719814962943636,1,4312.703713336732
wheat,Fazilka,red,94.03664038996227,108.82363927574747,42.94224611335103,1351.2069140487688,27.427197905209614,0.851804209619778,1,5417.989808828561
wheat,Bathinda,clayey,158.75578159947986,132.3840744399553,154.76468622212928,1021.2603121804149,33.022412060773206,1.0,1,4787.652490831872
bajra,Amritsar,sandy,223.45884019196046,112.08718697295453,172.29226582182426,1197.4714616692836,30.202111576404505,1.0,1,5552.863596415011
potato,Fatehgarh Sahib,sandy,242.26305763698147,80.51110114009786,179.44215163878238,505.14517075471474,32.299203761121504,0.9350370038003262,1,4999.631970237162
rice,Ferozepur,clayey,213.59340482381245,128.17744313450646,116.26951473934216,506.3858717168336,24.30557199762369,1.0,1,5076.439627207961
rice,Gurdaspur,clayey,176.80114061992228,90.19809936306122,162.5737171756944,606.9806388269584,31.41541853753042,1.0,1,5018.574619262459
wheat,Hoshiarpur,clayey,118.37443320773721,102.24084610741326,188.44477793670296,602.5097279906793,34.05842730854677,0.958949217796882,1,4657.223425367316
potato,Patiala,black,63.47012029375434,95.68215982291552,88.80011968200265,1120.915517767477,20.68613050718769,0.6089790850778269,0,3513.552337470631
wheat,Moga,red,139.19166140206428,104.18457364224798,131.04729606885272,883.6122604056218,20.984392168610196,1.0,1,4820.334476489775
bajra,SAS Nagar,sandy,186.65907532130103,77.96735182897729,76.5165332678832,1497.124500157711,26.392719533539594,1.0,1,5450.701276770481
rice,Hoshiarpur,red,188.73644515629772,48.70004966253885,44.00477775469326,1180.4993020747131,29.81766821421703,0.8586035167576638,1,4345.44895564843
rice,Muktsar,red,177.70518953281712,71.68727173516325,76.6165843992739,1483.9776479598281,26.140010094725646,1.0,1,4541.216548506624
bajra,Fazilka,clayey,92.62094080501666,24.047430774986477,140.78336031390046,868.5263437237611,32.965373747594555,0.9338603419442942,1,4937.642092021773
wheat,Patiala,red,205.31937055834834,120.21983980372676,173.6131487798709,1261.0239909429988,29.39330482447123,1.0,1,4988.4300463300515
bajra,Ludhiana,red,232.36720699198221,145.7764642697911,61.52800869503124,962.0972907656607,20.018477527496387,1.0,1,5655.245099819056
bajra,Faridkot,loamy,90.10494534006735,83.9072910763868,40.91551930277279,1081.9714019143987,24.034901066526466,1.0,1,5600.415536001784
bajra,Gurdaspur,sandy,246.8702814805808,39.44548354678355,108.98176142808772,1180.4566263593254,25.93317625819953,1.0,1,5486.062003548701
bajra,Fazilka,loamy,57.92376506967143,82.46590314351776,47.83813033108973,742.0450158625275,34.799938899007195,0.9884653614981747,1,5250.695281402218
bajra,Muktsar,alluvial,173.63114686362383,111.32044617073352,125.1402761927754,509.77084741918367,24.89691962365988,1.0,1,4649.472532810328
rice,Amritsar,red,65.71569943100415,71.60002590620749,52.56167818732026,1067.540848261558,30.341974537058984,0.8289276529160596,1,4330.774704931413
wheat,Muktsar,clayey,58.23669905585434,107.15010958607358,191.76349564040558,624.2199667280594,33.443319540275574,0.8104609853230972,1,4922.522424705773
potato,Hoshiarpur,clayey,237.04036305989194,143.15556014203503,136.30179223637114,1283.4227259416148,29.18386978821737,0.9262891280692784,1,5258.414512626024
potato,Ferozepur,sandy,228.96333121210552,91.18700889998571,168.94062089362393,952.3182845183002,29.653665427947875,0.959081688511617,1,5530.712275312568
potato,Rupnagar,alluvial,168.65572966203575,104.53824416354901,111.47741785796885,1115.742021942243,24.935261567219932,0.866920280990485,1,4546.8454373469995
wheat,Faridkot,red,86.42358313773985,122.6608059285223,141.98032183514894,998.195716453139,28.33045326406447,0.880058229969728,1,4146.947556820673
bajra,Hoshiarpur,sandy,180.06513726938738,45.940518620788865,145.6388012133195,572.1984089791758,20.45978753308709,1.0,1,5301.330304150896
rice,Ferozepur,black,84.83866731565072,144.901471693307,100.70425224497994,1346.2452920190492,29.431472273089177,0.8761448575695079,1,4854.092646662078
bajra,Rupnagar,loamy,152.799173561745,96.4475891517103,34.99705577860624,895.5151698490153,29.092830703417572,1.0,1,5307.249534053887
potato,Barnala,black,134.34418537469108,55.9876136405567,130.69955586087158,1412.363345616691,23.159932835084998,0.6914706002029275,0,4356.498540702069
potato,Amritsar,sandy,205.2000414070859,72.69032380114665,132.31541522254145,1132.540533226306,25.592729557834016,0.8276637749991392,1,4862.691641655538
wheat,Fatehgarh Sahib,red,63.82655723732389,76.83150054618746,46.55687673410387,905.0207990803215,28.893775997476727,0.8013089491837144,1,4929.912619182469
potato,Fazilka,loamy,128.21630733035215,146.02360190358738,73.88268355919168,1156.7366645412922,24.877850963370424,0.7182837921705597,1,4227.025737383894
bajra,Ludhiana,black,243.96420901570895,78.99264037987311,70.12857876889888,573.4967473300127,22.54636857631311,1.0,1,4161.936990928006
wheat,Hoshiarpur,loamy,139.88676704274755,96.4249682443503,191.25917032474374,752.5277820754193,25.388761218743685,1.0,1,5101.669556898481
bajra,Kapurthala,red,121.34641060800033,89.35655028896043,162.904356073655,1205.3855941122035,26.695529697688784,1.0,1,5069.563216662602
potato,Sangrur,clayey,247.3385960714323,35.98620510885147,69.29225511269992,551.696837241527,29.600044502553704,0.5852725981965524,0,3776.8650765303832
potato,Fazilka,red,236.77500350558097,61.10029364697757,116.22991747702672,541.5728590503921,22.225148014431333,0.758391297827119,1,4400.096261189468
potato,Muktsar,sandy,147.76931605138404,106.69235348099356,53.74071330857319,529.973589872678,24.618949123867864,0.7171619606856328,1,4007.243233101728
bajra,Rupnagar,clayey,196.57978366826836,41.109646306101716,62.01934424015224,1230.8294748708763,22.34245767188261,1.0,1,5322.07706991238
potato,Kapurthala,clayey,53.503198172412446,51.73914775490866,171.24912252808994,1364.6088359550367,31.527790467856867,0.6005634843268429,0,2914.664928292921
potato,Gurdaspur,loamy,187.90535020631222,107.94674015104205,66.66477590761193,1158.885470232657,25.907966084812376,0.793647192204975,1,3865.9374398531486
bajra,Barnala,clayey,170.99078453810816,61.354501970355535,177.29457347969972,1493.3369373586286,31.286416439233587,1.0,1,5118.651327870471
rice,Mansa,loamy,71.82192635314995,104.56651421292305,160.0824469744834,1425.6748308807119,26.572585196179816,0.8440047564275307,1,4691.9790577252725
rice,Tarn Taran,loamy,115.67624557701622,101.92713728278875,133.67140693477808,1063.4389273484587,25.706295563491967,0.9522870261160894,1,4652.577897789663
rice,Amritsar,loamy,159.13737769909469,77.7745288576562,32.493399697864845,1087.061707701151,22.526665777140796,0.8832893313190989,1,5040.828198293648
rice,Bathinda,red,222.66672991436505,87.48063206770834,111.46091919705427,525.6420658064357,25.118717414392346,1.0,1,5279.0948512597815
bajra,Fatehgarh Sahib,clayey,155.32475945379193,51.989055643739775,111.03823075699705,894.3653238183502,28.2412135764568,1.0,1,5341.960151848283
potato,Mansa,red,89.15559713670922,20.983173747158474,140.07070140628252,1398.030548949987,23.65223444864449,0.5065654335247983,0,3418.0260944328184
potato,SAS Nagar,black,236.88720536110287,65.71094934115247,47.24154083636681,985.8717591863257,23.851648515807618,0.6423537184445403,0,3173.978430917794
potato,Bathinda,clayey,172.06675666218368,113.09958764901516,76.34608012470073,913.5491015253515,21.828291400054212,0.8065006414988275,1,3784.5668391090016
potato,Ferozepur,black,86.28766953912539,88.27123987671783,150.53786449281355,606.8769230947438,28.509683294433554,0.7453337215546574,1,4540.300767442779
rice,Ludhiana,red,176.63027511880446,143.68243448686542,132.2740094248763,1319.1888594267903,33.263096950226114,1.0,1,4969.9423332759925
rice,Hoshiarpur,clayey,84.95468856547544,66.90042748437797,184.00148781391925,1269.944700251679,28.349555869050757,0.8616714606692878,1,4103.7760747804605
bajra,SAS Nagar,black,134.74765072975256,106.78148690789116,46.24100335189359,1123.8593246765731,26.776515181058436,1.0,1,4576.680158016349
wheat,Fatehgarh Sahib,loamy,197.37474898883642,132.16362008061972,66.84576601543186,595.7145555201618,20.354578790695047,1.0,1,5489.833775050458
